area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d779,275,275,0,101,152,7,66,70,70,159,151,23,19,27,135,276,54
d780,314,0,314,131,179,0,20,9,13,107,119,143,118,44,207,215,43
d781,326,326,0,148,170,2,27,33,27,182,176,48,55,70,207,220,24
d782,314,0,314,134,176,1,15,11,12,102,109,124,146,46,193,244,21
d783,282,282,0,115,125,19,104,102,91,141,144,26,22,33,81,343,69
d784,329,329,0,148,175,3,13,37,26,172,165,63,57,76,213,212,19
d785,318,318,0,142,171,4,4,27,26,171,179,51,46,76,183,223,18
d786,290,290,0,87,183,11,41,65,80,165,166,31,20,37,139,296,55
d787,258,258,0,80,160,6,52,62,64,138,154,26,26,29,105,285,51
d788,307,0,307,82,219,3,14,14,11,195,164,85,74,52,279,190,22
d789,266,0,266,68,186,4,34,7,13,165,167,69,65,54,243,173,16
d790,278,0,278,78,190,2,33,8,12,160,163,74,80,58,266,163,10
d791,267,267,0,90,158,8,50,53,64,167,162,19,15,31,120,276,53
d792,312,0,312,127,178,1,24,11,7,128,114,126,124,34,183,269,24
d793,275,0,275,69,197,7,10,11,6,160,167,80,70,49,282,152,11
d794,273,273,0,100,147,10,73,76,62,145,159,30,25,28,116,298,55
d795,274,0,274,64,204,3,12,13,13,147,172,72,76,56,280,142,15
d796,286,0,286,87,192,5,9,17,21,148,178,57,74,31,213,218,33
d797,277,0,277,77,195,3,11,15,13,177,147,70,65,36,196,233,22
d798,269,269,0,96,151,6,68,68,58,151,155,23,29,36,122,274,52
d799,269,269,0,85,171,4,39,59,58,169,147,20,25,36,122,272,48
d800,281,281,0,123,151,2,22,38,34,143,149,47,42,55,182,198,18
d801,288,0,288,81,200,3,18,9,15,150,181,72,81,55,261,183,9
d802,291,0,291,81,198,4,32,12,7,158,174,83,87,53,275,180,13
d803,289,289,0,117,164,6,9,25,17,171,154,54,51,72,183,200,17
d804,292,292,0,111,162,5,60,62,68,175,159,21,25,37,126,296,51
d805,240,240,0,62,152,8,83,65,72,151,140,22,23,32,100,287,54
d806,272,0,272,60,203,5,18,7,12,181,159,73,67,49,272,170,8
d807,295,295,0,120,170,4,4,29,25,168,165,40,49,56,201,208,11
d808,307,307,0,102,183,12,45,86,62,192,157,26,26,36,118,335,60
d809,265,0,265,72,178,5,44,8,10,143,163,79,84,59,238,173,17
d810,265,0,265,57,200,1,36,9,5,160,177,74,71,64,265,157,10
d811,213,213,0,36,108,23,213,116,116,113,121,32,36,16,56,383,79
d812,260,260,0,85,158,4,54,58,68,153,139,26,23,32,118,262,55
d813,293,0,293,94,197,1,4,18,10,158,180,67,62,46,193,227,29
d814,266,266,0,105,125,13,108,94,90,146,129,19,24,29,72,325,76
d815,303,303,0,124,169,4,25,27,27,176,177,43,49,81,188,209,21
d816,265,265,0,80,166,10,41,54,59,165,156,28,21,34,120,277,52
d817,289,0,289,81,201,3,16,10,18,157,154,92,77,55,283,161,9
d818,259,0,259,61,185,5,35,11,14,160,147,78,71,43,259,165,14
d819,252,0,252,53,189,4,27,9,13,162,138,76,72,54,238,168,10
d820,302,302,0,126,170,0,26,29,28,168,150,59,58,66,195,213,18
d821,267,0,267,55,200,4,37,9,11,156,186,67,75,71,275,151,7
d822,285,285,0,112,135,17,93,98,72,165,149,19,23,31,90,328,77
d823,286,286,0,82,187,6,49,76,62,169,181,23,12,32,138,284,69
d824,277,0,277,70,197,2,35,7,13,168,155,80,82,54,294,147,10
d825,281,281,0,95,162,11,61,78,72,159,153,30,21,44,118,303,48
d826,282,282,0,98,159,7,85,82,80,163,148,25,24,31,105,321,65
d827,274,274,0,89,159,8,82,72,75,154,158,29,25,36,121,306,50
d828,271,0,271,83,180,2,26,15,10,157,175,59,59,43,189,225,18
d829,261,0,261,65,187,3,28,12,9,157,148,91,59,62,253,150,11
d830,280,280,0,97,152,15,70,69,66,172,158,20,31,26,124,310,56
d831,267,0,267,63,192,4,34,5,10,161,158,92,67,59,257,169,8
d832,289,0,289,85,202,1,5,12,18,182,144,66,75,41,203,219,34
d833,277,277,0,89,167,9,51,65,68,164,159,26,19,24,104,316,57
d834,297,297,0,128,164,1,19,17,28,166,168,52,47,51,186,217,24
d835,284,284,0,103,150,11,88,80,90,137,156,32,29,21,101,317,85
d836,268,0,268,84,173,5,27,3,11,145,114,101,98,50,260,159,3
d837,278,278,0,103,142,16,77,83,87,160,153,17,12,28,70,317,97
d838,267,0,267,55,199,4,38,15,14,161,162,75,76,65,254,176,8
d839,297,297,0,136,122,16,104,86,91,169,143,17,26,28,89,330,85
d840,319,319,0,150,160,7,8,21,34,177,160,50,57,63,188,225,23
d841,274,274,0,121,149,3,5,30,32,126,138,69,38,65,174,178,16
d842,259,259,0,110,112,11,114,88,86,142,131,18,16,34,67,309,71
d843,308,308,0,151,151,3,12,31,38,162,164,42,37,65,196,194,19
d844,288,0,288,87,197,1,12,12,13,187,164,50,70,33,203,238,22
d845,297,297,0,105,176,8,38,68,58,171,159,30,33,25,125,318,51
d846,281,281,0,97,167,10,30,78,60,133,166,30,24,34,100,312,45
d847,246,246,0,77,127,16,115,91,97,134,132,17,23,24,71,325,74
d848,275,275,0,96,153,10,72,79,69,158,156,24,18,37,98,323,46
d849,263,263,0,102,132,14,65,77,93,144,120,14,25,23,87,300,63
d850,329,329,0,150,170,3,27,26,32,179,180,57,52,73,222,207,24
d851,270,270,0,105,124,19,99,96,78,152,137,20,26,26,88,316,79
d852,262,0,262,64,186,4,38,11,9,157,164,75,70,60,239,176,11
d853,250,0,250,57,178,7,40,14,14,160,153,74,59,61,254,149,10
d854,305,0,305,134,163,1,31,13,8,114,126,123,110,46,174,240,34
d855,207,207,0,40,105,31,138,113,110,99,101,34,24,6,54,348,73
d856,342,342,0,149,190,2,4,35,31,164,176,71,62,82,218,225,14
d857,231,231,0,78,114,18,99,103,77,118,126,15,20,19,65,301,74
d858,298,0,298,118,176,0,19,14,12,99,106,141,117,41,189,234,25
d859,290,290,0,108,175,3,17,22,34,152,167,54,55,69,186,214,15
d860,275,0,275,76,191,3,23,7,9,153,174,66,81,64,259,156,11
d861,283,0,283,85,196,0,8,10,9,156,175,72,63,33,203,228,21
d862,290,0,290,80,203,3,19,14,10,159,181,70,80,38,215,235,26
d863,282,0,282,70,202,5,23,5,15,167,164,82,79,64,274,166,8
d864,305,0,305,120,181,2,8,7,10,115,118,131,115,41,171,255,29
d865,283,0,283,70,208,2,13,6,10,160,167,72,90,69,269,153,14
d866,267,267,0,103,128,16,89,77,68,170,140,18,23,28,108,305,55
d867,255,255,0,95,123,16,90,95,83,129,135,18,19,28,74,304,73
d868,257,257,0,88,145,10,69,70,70,143,137,30,27,28,101,290,58
d869,255,0,255,60,181,7,35,14,7,148,165,67,77,51,242,171,14
d870,264,0,264,70,180,5,41,8,12,173,161,76,56,49,280,148,9
d871,292,0,292,80,198,7,31,8,12,184,165,81,78,57,295,165,11
d872,315,315,0,128,183,1,14,26,28,174,161,62,60,54,209,232,16
d873,223,223,0,63,99,30,137,116,123,101,88,29,31,4,66,346,72
d874,282,282,0,101,159,6,73,65,67,159,171,26,22,37,94,322,57
d875,314,0,314,125,183,1,21,5,4,108,131,138,129,42,193,251,29
d876,278,0,278,63,205,5,22,8,11,160,196,66,69,61,274,158,17
d877,313,0,313,131,176,2,17,6,8,101,116,126,149,52,186,235,33
d878,312,0,312,117,184,5,26,8,10,146,127,128,107,68,288,168,2
d879,279,0,279,69,194,6,45,5,10,160,175,77,93,63,272,174,11
d880,289,289,0,96,172,9,53,60,73,182,145,31,29,39,112,313,56
d881,308,308,0,128,173,3,17,32,31,178,167,49,43,70,190,221,19
d882,322,0,322,131,185,1,22,4,9,117,119,156,121,50,212,240,24
d883,283,283,0,101,161,8,61,71,62,147,167,22,39,41,123,294,50
d884,279,279,0,80,168,14,76,73,67,179,169,19,27,34,117,323,60
d885,276,276,0,90,164,10,55,73,57,157,167,19,30,30,128,297,48
d886,280,0,280,70,198,5,35,15,16,152,195,61,77,49,276,175,16
d887,281,281,0,121,136,7,77,85,81,145,142,17,21,27,74,311,79
d888,310,310,0,139,166,1,16,39,28,179,155,53,36,69,195,216,10
d889,276,276,0,95,153,9,78,67,83,147,165,19,25,34,124,293,55
d890,313,0,313,139,167,3,18,10,6,107,116,117,144,51,184,228,37
d891,282,282,0,104,155,10,59,72,79,170,140,20,22,32,119,300,52
d892,280,0,280,106,158,4,50,7,5,146,108,102,116,44,274,164,2
d893,278,278,0,105,157,7,38,61,72,144,160,14,27,26,103,285,64
d894,281,281,0,125,129,7,90,92,74,153,139,17,19,33,82,299,80
d895,309,0,309,80,222,2,21,6,14,173,172,93,93,60,308,171,12
d896,272,272,0,84,169,7,53,63,56,173,162,17,25,41,110,292,53
d897,273,273,0,102,152,7,56,68,82,144,149,14,26,14,102,321,46
d898,212,212,0,44,100,33,157,126,124,78,107,35,30,10,63,345,82
d899,275,275,0,109,132,10,107,100,87,135,152,20,16,35,68,331,76
d900,318,0,318,144,168,4,9,10,8,124,109,132,118,39,209,227,26
d901,276,276,0,91,159,12,64,76,68,170,140,26,29,41,115,309,44
d902,269,269,0,115,120,10,110,87,99,135,133,26,15,28,69,328,70
d903,246,246,0,94,120,8,104,70,83,139,130,16,24,28,73,295,66
d904,283,0,283,73,200,3,32,14,15,161,166,72,86,76,289,140,9
d905,272,0,272,53,211,3,24,10,7,172,169,73,77,56,275,165,12
d906,281,0,281,62,208,5,28,11,9,166,175,78,82,50,283,175,13
d907,272,272,0,100,154,7,54,66,74,151,153,20,19,21,127,288,47
d908,270,0,270,65,201,3,5,8,14,161,157,79,62,66,247,154,14
d909,262,0,262,69,183,0,46,9,15,159,157,66,75,55,260,153,13
d910,261,0,261,58,194,3,28,7,14,166,159,74,63,60,270,145,8
d911,290,0,290,86,196,2,27,8,12,170,181,67,73,37,186,259,29
d912,289,0,289,74,207,1,34,20,13,185,146,87,74,66,285,157,17
d913,275,0,275,62,206,3,17,12,11,150,159,79,89,50,285,157,8
d914,286,0,286,94,182,3,31,9,4,129,136,110,110,55,274,166,3
d915,283,0,283,81,187,5,47,17,12,145,168,93,82,56,272,181,8
d916,273,0,273,58,205,2,35,14,8,162,171,66,88,63,265,169,12
d917,327,327,0,147,170,4,26,36,26,177,187,58,41,75,223,215,12
d918,300,300,0,105,174,5,75,70,91,179,158,25,20,46,143,310,44
d919,256,256,0,112,118,11,68,58,100,137,118,22,14,29,69,276,75
d920,259,259,0,87,148,6,77,64,57,172,145,24,16,31,111,284,52
d921,298,298,0,107,173,7,51,60,74,172,169,23,27,35,124,300,66
d922,259,259,0,98,120,16,115,98,87,146,139,14,17,24,79,315,83
d923,286,0,286,85,197,0,16,15,12,168,160,78,62,47,198,230,20
d924,310,310,0,119,187,1,12,30,36,169,183,48,42,59,217,211,21
d925,299,0,299,117,178,2,10,5,2,123,106,122,131,37,175,245,32
d926,291,0,291,77,211,1,9,18,13,169,166,84,61,35,191,273,12
d927,280,0,280,69,197,9,21,3,11,176,162,79,80,61,266,168,16
d928,280,280,0,109,158,4,39,62,51,169,163,18,13,29,107,293,47
d929,275,275,0,95,152,11,82,78,74,165,147,23,27,29,132,300,53
d930,273,273,0,87,169,4,63,64,56,166,166,21,27,35,134,287,44
d931,314,314,0,131,181,1,4,22,32,169,160,60,57,68,204,211,17
d932,275,275,0,102,155,8,43,57,67,143,170,23,19,27,101,295,56
d933,322,322,0,149,170,1,9,41,26,174,169,41,50,76,188,225,12
d934,275,275,0,100,160,6,44,65,67,149,146,27,28,25,111,289,57
d935,277,277,0,89,171,5,54,69,62,155,157,31,26,40,113,296,51
d936,280,0,280,69,202,5,19,13,9,162,181,66,76,63,265,169,10
d937,267,267,0,104,120,17,112,93,103,129,142,21,19,24,84,325,74
d938,306,306,0,128,165,5,36,29,28,180,175,48,49,62,201,234,12
d939,293,0,293,74,204,5,43,10,19,177,157,91,86,65,295,167,13
d940,291,291,0,102,173,5,48,68,62,164,164,28,25,37,120,295,59
d941,203,203,0,35,95,35,167,133,124,115,77,17,31,6,49,349,93
d942,260,260,0,106,118,16,88,85,81,141,130,23,18,24,80,290,84
d943,285,285,0,106,142,12,113,91,78,175,157,18,20,38,94,335,72
d944,270,0,270,63,200,0,33,14,14,148,163,79,78,64,265,157,10
d945,298,0,298,127,166,2,14,4,10,98,119,134,114,43,165,232,39
d946,258,258,0,75,159,9,67,41,76,165,151,28,26,36,121,273,57
d947,272,272,0,106,134,13,83,80,88,144,142,19,23,32,84,305,75
d948,263,263,0,84,157,9,61,68,61,148,162,21,26,31,96,311,48
d949,282,282,0,98,162,5,76,59,77,172,161,20,24,38,118,294,63
d950,283,283,0,110,139,19,70,93,84,146,138,30,24,33,92,335,55
d951,207,207,0,51,94,17,201,120,111,98,102,29,31,10,52,348,81
d952,304,0,304,95,197,4,35,10,8,140,141,122,115,80,296,160,0
d953,282,282,0,99,160,11,55,71,57,154,166,28,31,38,107,320,42
d954,276,0,276,74,192,3,33,13,7,167,155,81,77,57,265,165,13
d955,261,261,0,101,122,12,114,93,95,124,149,17,17,32,77,324,62
d956,285,0,285,78,199,1,33,21,14,171,179,66,61,32,211,246,23
d957,278,0,278,72,194,5,29,10,10,150,180,84,70,58,278,160,8
d958,310,310,0,138,166,1,24,27,24,153,183,49,61,63,200,214,20
d959,310,310,0,108,182,10,43,66,77,189,164,32,17,37,129,321,58
d960,265,0,265,74,175,5,53,9,16,177,153,78,59,65,271,144,12
d961,309,309,0,147,156,4,9,27,31,148,164,53,57,78,207,180,15
d962,275,0,275,82,184,2,29,7,15,166,148,81,68,52,263,160,10
d963,282,0,282,76,202,2,10,17,12,165,180,58,64,20,205,240,31
d964,316,316,0,125,183,3,24,30,35,173,177,46,63,78,205,220,21
d965,263,263,0,101,125,12,105,95,83,135,136,22,21,28,83,306,75
d966,302,0,302,111,180,4,33,9,13,133,137,112,112,73,296,147,0
d967,285,285,0,102,157,11,67,66,67,168,161,25,29,26,127,320,43
d968,316,316,0,131,180,1,16,29,35,165,175,51,55,84,208,211,7
d969,253,253,0,86,133,9,116,104,93,137,124,16,21,31,76,313,75
d970,284,0,284,79,195,3,32,9,6,163,173,79,80,61,277,155,17
d971,293,0,293,86,202,3,8,13,8,175,162,76,73,50,190,246,21
d972,281,281,0,107,158,7,43,62,70,150,153,28,24,32,118,281,56
d973,306,0,306,130,164,5,30,7,6,130,140,106,114,69,293,140,1
d974,278,278,0,111,139,11,75,86,93,138,146,20,14,30,73,318,76
d975,322,0,322,141,179,0,9,10,10,113,120,128,127,40,180,259,29
d976,281,281,0,109,142,13,71,83,85,133,160,23,19,24,77,336,66
d977,265,265,0,83,163,11,37,66,55,156,158,22,22,37,115,283,44
d978,296,0,296,92,203,0,5,12,20,176,170,63,62,32,203,243,25
d979,271,271,0,95,153,8,70,69,60,158,154,30,24,34,123,278,60
d980,217,217,0,43,107,31,164,123,112,102,106,39,32,8,53,378,75
d981,275,0,275,67,200,3,24,9,9,159,169,81,73,66,267,153,14
d982,308,308,0,121,178,2,31,27,33,156,172,61,65,74,203,225,12
d983,281,281,0,110,153,5,57,70,58,155,156,20,29,29,114,286,59
d984,310,0,310,125,181,2,9,4,13,122,102,140,121,41,194,233,34
d985,288,0,288,115,170,1,9,8,7,95,100,124,133,43,174,226,24
d986,285,285,0,125,154,3,13,23,34,136,156,55,51,73,158,202,22
d987,305,305,0,129,170,4,8,31,26,154,162,53,63,72,201,197,19
d988,285,285,0,109,151,7,81,73,79,150,172,21,18,29,120,315,49
d989,317,317,0,147,163,3,17,27,27,157,195,48,45,75,213,192,19
d990,270,0,270,76,190,1,16,11,10,159,169,60,66,32,196,224,23
d991,261,261,0,100,128,13,91,84,87,149,130,12,24,26,89,309,62
d992,323,0,323,133,185,3,9,8,14,110,118,149,122,35,223,228,35
d993,280,280,0,120,153,4,14,20,23,161,147,51,50,62,164,214,12
d994,285,0,285,81,198,1,23,12,18,164,179,66,64,32,210,235,26
d995,312,312,0,131,178,0,14,32,26,167,187,49,40,69,205,205,22
d996,282,282,0,127,117,12,114,96,92,146,132,18,27,40,82,326,63
d997,271,0,271,59,207,2,14,13,9,160,166,74,71,55,277,148,13
d998,313,0,313,136,172,1,16,8,7,106,112,128,138,38,193,241,27
d999,304,0,304,139,162,1,8,5,7,100,108,137,117,41,190,229,14
d1000,274,0,274,70,187,7,45,11,12,159,164,90,74,58,277,161,14
d1001,264,0,264,67,194,0,17,8,11,175,148,58,72,35,188,229,20
d1002,285,0,285,117,149,8,49,6,9,130,118,105,120,64,274,150,0
d1003,271,271,0,91,160,11,38,72,64,153,146,23,24,33,104,297,48
d1004,276,276,0,112,130,14,90,91,85,145,143,19,21,29,99,304,72
d1005,275,275,0,113,120,12,131,80,90,165,147,19,19,30,87,330,73
d1006,289,289,0,107,161,5,68,63,49,166,174,36,24,42,123,304,43
d1007,286,0,286,85,195,4,9,13,10,165,180,57,71,30,192,250,24
d1008,258,0,258,64,185,4,25,8,10,155,140,78,80,69,237,154,11
d1009,268,0,268,77,183,2,27,13,8,149,131,87,88,45,270,150,11
d1010,264,264,0,105,120,14,116,86,87,142,144,19,25,33,93,311,66
d1011,285,0,285,79,202,2,8,13,24,169,149,69,73,37,187,258,15
d1012,257,257,0,94,131,13,82,83,75,141,136,22,20,21,80,295,81
d1013,259,259,0,103,132,7,80,69,60,136,146,24,33,32,115,271,50
d1014,284,0,284,105,166,4,40,8,8,134,118,115,106,60,287,140,2
d1015,263,263,0,73,171,3,72,62,65,161,164,16,28,45,114,277,60
d1016,347,347,0,172,169,3,13,41,28,169,167,60,67,74,202,237,19
d1017,273,0,273,63,197,3,45,7,12,173,164,81,74,46,266,181,18
d1018,268,268,0,97,154,6,48,59,62,150,154,24,22,27,100,307,37
d1019,215,215,0,40,101,35,171,126,101,107,118,30,36,16,61,369,72
d1020,279,279,0,104,144,9,97,81,93,143,151,23,25,30,83,325,78
d1021,301,301,0,133,160,4,17,34,29,174,145,47,53,71,203,190,18
d1022,272,272,0,82,169,10,47,65,71,174,144,18,25,32,125,289,51
d1023,278,0,278,74,197,1,26,19,13,175,172,58,60,35,198,242,22
d1024,200,200,0,34,101,21,203,112,112,120,110,24,24,8,52,361,81
d1025,258,258,0,95,142,7,66,71,47,162,138,22,26,32,109,275,50
d1026,287,0,287,73,200,5,41,11,14,149,178,77,100,56,275,186,12
d1027,267,0,267,62,200,1,17,7,12,169,171,58,65,32,194,235,21
d1028,299,0,299,83,212,1,12,14,10,194,173,68,63,35,176,273,38
d1029,273,273,0,104,129,15,109,83,77,157,162,15,22,33,80,325,78
d1030,315,315,0,136,173,4,9,39,32,178,151,57,46,65,217,203,18
d1031,274,274,0,98,151,13,54,64,69,169,147,26,18,44,111,284,54
d1032,265,265,0,95,135,20,73,87,91,141,143,14,22,25,78,302,93
d1033,212,212,0,46,101,20,208,131,110,101,121,29,24,9,55,370,82
d1034,266,0,266,57,197,4,36,9,12,188,144,78,68,66,275,145,13
d1035,296,296,0,114,163,7,54,59,64,173,171,24,24,39,135,292,49
d1036,288,288,0,111,150,7,94,73,75,160,170,23,25,34,127,329,36
d1037,280,0,280,63,212,1,18,13,8,192,158,68,69,47,295,153,13
d1038,255,0,255,58,190,4,12,10,12,140,164,55,81,65,245,140,12
d1039,319,319,0,139,180,0,0,25,33,167,159,63,52,65,209,206,19
d1040,271,271,0,107,134,14,71,76,80,153,138,19,22,37,81,299,71
d1041,291,291,0,96,172,9,64,67,72,171,181,18,22,32,123,307,69
d1042,278,0,278,75,191,7,24,10,16,171,165,64,76,57,254,180,11
d1043,288,288,0,107,179,2,0,26,29,180,158,42,36,63,199,197,12
d1044,334,334,0,143,183,3,22,36,38,190,152,63,61,80,228,221,11
d1045,306,306,0,98,188,9,48,63,67,196,170,27,26,34,131,341,43
d1046,324,324,0,142,177,1,16,30,38,149,186,43,69,77,216,203,19
d1047,280,280,0,99,158,8,70,72,71,145,165,25,31,36,114,299,60
d1048,264,264,0,93,140,19,52,71,55,149,151,23,33,32,111,294,45
d1049,254,0,254,69,169,5,51,10,6,135,162,83,77,47,245,168,13
d1050,266,0,266,60,190,7,39,16,13,168,165,75,63,56,264,170,10
d1051,263,263,0,76,165,6,70,70,62,149,155,38,20,44,120,272,58
d1052,275,0,275,72,195,4,16,9,8,152,155,87,79,43,267,170,10
d1053,309,309,0,126,162,8,56,70,64,163,175,31,27,29,120,327,54
d1054,182,182,0,29,84,35,155,110,113,91,92,29,22,10,51,322,74
d1055,274,0,274,66,197,5,27,16,7,172,167,77,63,57,275,154,16
d1056,278,278,0,91,164,13,47,56,67,185,146,20,31,44,125,288,48
d1057,295,295,0,131,136,11,70,90,94,144,141,19,18,20,84,320,82
d1058,273,273,0,83,171,7,60,71,58,172,162,17,26,34,120,310,42
d1059,249,0,249,47,191,5,25,14,12,166,147,76,54,55,253,149,12
d1060,270,270,0,94,137,24,65,75,86,153,142,18,31,37,87,310,71
d1061,268,0,268,54,206,4,18,9,9,146,183,88,61,56,264,164,12
d1062,301,0,301,113,177,5,29,4,7,126,143,116,115,57,295,156,3
d1063,279,0,279,76,192,6,22,12,10,181,146,78,73,60,269,164,7
d1064,280,0,280,66,200,6,32,21,9,158,179,70,79,65,274,167,10
d1065,208,208,0,39,99,32,172,113,127,103,106,30,26,5,59,357,84
d1066,292,292,0,113,166,7,25,61,60,165,166,21,18,34,121,289,47
d1067,276,0,276,81,191,1,14,8,10,170,169,59,64,42,184,235,19
d1068,289,0,289,85,202,0,8,15,14,178,167,65,58,36,178,249,34
d1069,298,0,298,107,178,4,40,12,7,129,142,105,120,53,309,151,2
d1070,269,269,0,102,146,7,68,66,57,159,153,24,24,33,114,288,48
d1071,284,284,0,86,179,11,35,68,63,171,155,29,26,44,117,306,45
d1072,266,0,266,61,196,5,16,10,17,139,166,77,75,53,271,146,14
d1073,265,265,0,107,122,17,86,96,89,134,131,13,25,29,74,312,73
d1074,255,255,0,85,144,13,54,56,58,148,153,30,21,33,116,265,52
d1075,277,0,277,67,203,4,13,7,12,179,159,71,70,51,276,165,6
d1076,278,0,278,63,206,5,18,7,11,173,169,69,79,49,275,173,11
d1077,306,306,0,133,167,3,12,28,28,170,162,48,52,61,198,208,21
d1078,261,261,0,81,151,9,86,84,57,155,156,18,26,27,114,302,53
d1079,292,0,292,123,167,0,11,8,6,99,97,128,130,50,170,218,30
d1080,286,286,0,125,126,17,83,75,102,150,136,25,23,36,75,329,71
d1081,286,0,286,77,206,0,13,18,6,172,151,86,69,40,196,245,21
d1082,266,0,266,58,193,6,41,7,20,160,160,85,71,58,272,155,18
d1083,269,0,269,67,198,2,10,20,13,158,167,63,58,48,162,245,24
d1084,264,264,0,76,168,10,42,62,60,179,141,22,20,31,110,293,50
d1085,325,325,0,148,170,4,12,40,36,151,177,55,53,66,214,206,26
d1086,302,302,0,115,170,10,33,77,69,166,173,11,22,34,125,309,50
d1087,281,281,0,104,161,3,58,55,74,171,141,30,22,40,113,299,41
d1088,300,300,0,122,173,2,13,23,31,163,160,47,63,54,204,215,14
d1089,303,0,303,123,170,4,26,13,7,135,116,101,129,57,297,146,1
d1090,286,286,0,100,162,9,71,75,70,174,165,22,16,38,109,314,61
d1091,249,249,0,101,108,15,108,100,75,141,121,14,19,25,70,308,67
d1092,287,0,287,96,177,4,44,4,7,144,142,106,103,68,285,150,3
d1093,277,277,0,101,148,13,63,69,80,146,143,35,26,34,105,321,39
d1094,283,283,0,112,142,11,87,76,66,154,160,25,35,44,120,308,44
d1095,298,0,298,105,176,6,46,5,8,130,133,130,115,59,308,153,1
d1096,259,259,0,94,132,11,101,70,90,136,152,23,21,23,90,292,87
d1097,295,0,295,114,165,3,58,13,6,138,133,95,126,65,282,161,3
d1098,273,273,0,107,132,13,91,80,77,140,150,25,29,30,88,318,65
d1099,266,266,0,92,155,8,49,71,81,136,141,27,19,35,112,287,41
d1100,315,315,0,156,151,1,29,29,35,150,188,50,38,72,201,200,17
d1101,287,0,287,83,200,1,13,19,19,166,162,66,67,39,184,247,29
d1102,313,0,313,133,179,1,0,3,8,128,105,123,127,46,187,234,27
d1103,315,0,315,101,210,2,11,16,12,205,157,79,69,47,203,261,27
d1104,270,0,270,68,193,1,33,9,14,174,144,76,73,55,270,155,10
d1105,279,279,0,104,149,10,76,77,57,177,156,19,22,33,118,295,62
d1106,278,0,278,79,197,1,4,5,17,168,162,72,56,37,184,233,26
d1107,282,282,0,115,140,9,82,94,84,151,135,22,18,30,73,328,73
d1108,265,265,0,81,160,9,66,60,66,153,149,32,34,36,115,304,39
d1109,250,250,0,102,110,11,118,77,86,125,145,21,19,30,87,287,69
d1110,274,274,0,103,134,12,111,94,95,143,144,18,24,25,87,338,68
d1111,309,309,0,130,171,3,25,33,25,164,183,53,48,61,207,217,21
d1112,287,287,0,101,163,9,63,71,70,160,163,29,24,36,112,308,61
d1113,318,318,0,127,182,3,26,34,23,195,168,51,55,68,214,230,14
d1114,298,0,298,126,164,2,25,4,7,94,110,147,123,44,192,227,22
d1115,274,274,0,109,130,13,103,90,75,131,171,17,27,27,93,322,69
d1116,332,332,0,147,178,2,22,44,34,172,160,60,61,66,228,215,22
d1117,269,269,0,94,155,10,48,81,56,152,145,24,24,36,110,276,60
d1118,264,264,0,98,125,12,129,78,76,163,159,18,19,27,88,322,76
d1119,272,0,272,92,170,4,26,14,6,112,124,123,91,63,258,148,1
d1120,286,0,286,80,195,4,34,12,11,158,181,84,70,57,274,169,16
d1121,253,253,0,91,136,10,77,67,54,146,149,27,27,41,113,279,37
d1122,299,299,0,107,166,12,64,60,73,168,184,26,28,39,132,309,59
d1123,269,269,0,88,153,10,84,65,82,159,164,22,16,33,121,302,52
d1124,290,290,0,112,160,7,49,62,68,152,178,22,20,34,109,307,52
d1125,222,222,0,47,100,37,170,141,120,101,104,25,37,8,55,392,73
d1126,266,266,0,103,130,12,97,83,86,140,145,20,22,32,94,304,66
d1127,268,0,268,68,191,1,38,11,7,168,183,50,72,25,191,244,31
d1128,271,271,0,94,140,21,68,75,81,132,165,23,29,33,80,318,74
d1129,271,0,271,78,182,3,35,8,18,169,149,63,79,45,286,146,9
d1130,281,281,0,123,124,16,78,99,87,125,144,16,26,35,90,296,76
d1131,329,329,0,136,186,6,5,40,27,190,185,50,39,71,209,222,29
d1132,303,0,303,90,210,3,0,15,19,177,184,67,57,40,211,242,26
d1133,258,258,0,75,163,6,64,87,58,130,152,30,26,37,91,309,46
d1134,282,0,282,72,200,5,21,7,8,172,166,65,90,59,272,169,8
d1135,283,0,283,71,209,1,9,14,14,164,161,82,66,38,213,219,31
d1136,205,205,0,44,90,33,171,121,108,109,103,28,25,9,50,345,90
d1137,267,267,0,87,149,11,91,79,77,159,145,27,22,48,99,307,55
d1138,263,263,0,114,117,15,75,85,85,127,130,15,26,26,87,292,63
d1139,283,283,0,88,177,6,55,63,79,153,169,31,20,40,107,309,59
d1140,280,280,0,94,168,5,57,74,67,141,167,26,27,27,98,314,63
d1141,287,287,0,127,135,12,63,78,85,144,148,27,14,27,78,324,67
d1142,274,274,0,108,139,10,78,91,85,136,125,26,31,26,72,317,79
d1143,246,0,246,70,161,3,55,11,12,143,125,83,82,54,235,155,12
d1144,310,310,0,127,179,0,19,32,31,168,159,59,55,66,212,214,12
d1145,282,0,282,68,204,3,30,13,16,170,159,80,77,47,292,161,15
d1146,259,0,259,85,162,5,30,10,4,115,102,116,107,66,247,138,3
d1147,274,274,0,104,146,11,57,73,71,141,161,20,20,37,105,277,67
d1148,277,277,0,101,151,10,67,61,72,175,143,18,31,40,133,281,46
d1149,203,203,0,34,84,40,201,125,138,100,107,25,28,7,65,353,98
